name,name_cn,info,score,score_count,rank,type,tags
幼女战记 沙漠意面大作战,幼女戦記 砂漠のパスタ大作戦,1话 /  2021年6月19日 / 上村泰 / © カルロ・ゼン・KADOKAWA刊／幼女戦記製作委員会 / 細越裕治,6.5,(457人评分),Rank 4661,,"日本,OVA,小说改,2021,轻小说改,战争,NUT,战斗,幼女战记,WEB,轻改,穿越,2021年6月,异世界,2021年,奇幻,续作,搞笑,性转,萝莉,转生,剧场版,日本动画,悠木碧,军事,2021年4月,番外,早见沙织"
幼女社长,幼女社長,15话 /  2021年1月1日 / 岩田和也 / 藤井おでこ（「幼女社長」KADOKAWA刊） / 渡辺奏,6.0,(466人评分),Rank 7014,,"漫画改,WEB,泡面番,搞笑,projectNo.9,2021年1月,2021,漫改,TV,幼女,泡面,日常,日本,上坂すみれ,治愈,萌,日本动画,沙雕,短片,2021年,a.Anime"
万千北方,幾多の北,1话 /  2021年11月,6.9,(25人评分),,,"剧场版,2021,独立动画,实验动画,短片,日本动画,アニメ映画,电影,日本,原创,山村浩二,Theater,院线观看,另类"
开心超人联盟之奇幻谜瑞岛,,26话 /  2021年11月19日,,(少于10人评分),,,"TV,中国,国漫,国产,黄伟明动画"
开心超人联盟之机械堡奇遇记,,52话 /  2021年8月2日,,(少于10人评分),,,"TV,中国,国漫,童年,国产,黄伟明动画"
异世界中药铺 第二季,,60话 /  2021年4月27日 / 墨不够黑,,(少于10人评分),,,"WEB,国产,3D,2021年4月,中国,索以,2021y"
弱角友崎同学,弱キャラ友崎くん,12话 /  2021年1月8日 / 柳伸亮 / 屋久ユウキ「弱キャラ友崎くん」（小学館ガガガ文庫刊） / 矢野茜,5.9,(3924人评分),Rank 7656,,"校园,TV,恋爱,日本,小说改,轻小说改,2021年1月,projectNo.9,青春,轻改,2021,日常,柳伸亮,志茂文彦,日本动画,小说改编,后宫,2021年,动画,搞笑,成长,TVA,季番,矢野茜"
彼らのアイドル,,1话 /  2021年11月22日,,(少于10人评分),,,
彼氏に内緒で快楽堕ち ～隠れヤリサーのリア充種付痴育～ The Motion Anime,,1话 /  2021年10月15日 / アパタイト,,(少于10人评分),,,
微光螺旋,,1话 /  2021年9月25日,,(少于10人评分),,,"短片,2021,国产,游戏改,中日合作,动画,中国动画,WEB,中国,两点十分动漫"
忍者乱太郎 第29季,忍たま乱太郎 第29シリーズ,76话 /  2021年3月30日 / 河内日出夫 / 尼子騒兵衛 / 新山恵美子,,(少于10人评分),,,"TV,日本,亜細亜堂,2022,子供向"
青春期的学习,思春期のお勉強,4话 /  2021年12月17日 / 「思春期のお勉強」（著：メガねぃ 出版：クロエ出版）,6.5,(550人评分),Rank 4822,,
性器破壊マシン,,1话 /  2021年04月21日,,(少于10人评分),,,
少女怪盗赛莉安娜 The Motion Anime,性義の怪盗セリアーヌ ～エロトラップダンジョンの先のお宝を奪え！～ The Motion Anime,1话 /  2021年3月26日,,(少于10人评分),,,
怪物事变,怪物事変,12话 /  2021年1月10日 / 藤森雅也 / 藍本松（集英社「ジャンプSQ.」連載） / 立花希望,6.5,(2400人评分),Rank 5219,,"TV,日本,奇幻,漫画改,战斗,2021年1月,亚细亚堂,妖怪,漫改,2021,JUMP,正太,亜細亜堂,热血,猎奇,日本动画,2021年,諏訪部順一,怪异,1月,动画,花江夏樹,小野大輔,日漫,怪物事变,藤森雅也"
怪病医拉姆尼,怪病医ラムネ,12话 /  2021年1月9日 / 大庭秀昭 / 阿呆トロ（講談社『シリウスKC』より刊行） / 佐藤陽子[主]、小林利充[副],5.8,(529人评分),Rank 7658,,"TV,日本,奇幻,漫画改,2021年1月,搞笑,2021,妖怪,漫改,治愈,内田雄馬,2021年,日本动画,美食,怪异,怪谈,屹青,f.日本,中性角色,a.Anime,正常,PlatinumVision"
这如果叫作爱情 感觉会很恶心,恋と呼ぶには気持ち悪い,12话 /  2021年4月5日 / 中山奈緒美 / もぐす（comic POOL/一迅社刊） / 藤田まり子,6.0,(1128人评分),Rank 7232,,"TV,恋爱,日本,漫画改,少女向,2021年4月,NOMAD,2021,漫改,搞笑,少女,校园,日常,女性向,日本动画,纯爱,木村良平,2021年,喜剧,狗粮"
惡戲,,2021年4月15日,,(少于10人评分),,,
想像編,,1话 /  2021年7月8日 / 徳山珠美,6.0,(94人评分),Rank 5760,,"原创,WEB,短片,2021,京阿尼,CM,京都动画,京都アニメーション,广告,短篇,日本,日本动画,2020s,2021年,其他,动画,京都,TV,动画短片,undefined"
愛する妻、真理子の不倫報告 ～夫公認のガチ不倫SEX～ The Motion Anime,,1话 /  2021年7月21日,,(少于10人评分),,,
忧国的莫里亚蒂 第二季,憂国のモリアーティ 2クール目,13话 /  2021年4月4日 / 野村和也 / 構成/竹内良輔 漫画/三好輝（集英社「ジャンプＳＱ.」連載） / 大久保徹,6.6,(1123人评分),Rank 4715,,"悬疑,TV,日本,推理,漫画改,2021年4月,犯罪,ProductionI.G,2021,漫改,Production.I.G,续作,斉藤壮馬,智斗,2021年,腐,耽美,女性向,剧情,Production_I.G,腐向,动画,岸本卓,忧国的莫里亚蒂,英伦"
我叫MT：归来,,10话 /  2021年10月27日 / 核桃,6.8,(43人评分),,,"WEB,国产,2021,2021年10月,中国,TV,2020s,中国动画,战斗,7,奇幻,2110,2021-10,每周三18:00,2021y,我叫MT,魔兽世界"
我是大神仙 第二季,,16话 /  2021年2月25日,5.5,(26人评分),,,"漫画改,穿越,玄幻,中国,WEB,国产,搞笑,仙侠,漫改,正常,第二季,3D,国漫,2021年2月,S级：典藏,2021y"
我气哭了百万修炼者,我气哭了百万修炼者,160话 /  2021年8月19日 / 孙纪剑,4.3,(12人评分),,,"WEB,国产,2021年7月,3D,中国,小说改,网文改,国漫,索以,索以文化"
我真的没用咩？,我真的没用咩？,12话 /  2021年4月19日,6.0,(38人评分),,,"原创,中国,WEB,泡面番,搞笑,2021,国产,2021年4月,国创,2020s,动画剧集,动画,国漫,4月,杉田智和,喜剧,中国动画,悬疑,短片,6,九五年动画,石谷春貴,叶思華,神尾晋一郎,Original,烂片"
派遣战斗员！,戦闘員、派遣します！,12话 /  2021年4月4日 / 赤城博昭 / 暁なつめ (株式会社KADOKAWA 角川スニーカー文庫刊) / 諏訪壮大,6.3,(3636人评分),Rank 6025,,"TV,日本,奇幻,战斗,小说改,搞笑,异世界,2021年4月,J.C.STAFF,轻小说改,沙雕,轻改,2021,赤城博昭,后宫,科幻,穿越,卖肉,2021年,萝莉,日本动画,喜剧,日常,无厘头,晓夏目,富田美憂"
手机里的浣熊小镇,手机里的浣熊小镇,26话 /  2021年1月21日,5.9,(11人评分),,,"漫画改,中国,WEB,泡面番,国产,国创,2021年1月,2020s,搞笑,Animation,4月,8-9"
手机里的浣熊小镇 第二季,,26话 /  2021年10月29日,,(少于10人评分),,,"漫画改,中国,WEB,泡面番,2021年10月,国产,Animation,国创,8-9"
打火机与公主裙,打火机与公主裙,13话 /  2021年8月8日 / 夏正阳,,,,,"WEB,国产,2021年7月,中国,2021,TV,恋爱,网文改,动画,三渲二,两点十分"
拉姆与神树大陆,,2021年,,(少于10人评分),,,"短片,中国,国产,原创,动画"
拾忆长安·明月几时有 贰,,12话 /  2021年4月15日 / 肖磊 / 安娜、花卷(动漫堂) / 李文武、谢阳芳、林佳逊、王卓平、孙景辉,5.5,(26人评分),,,"WEB,国产,恋爱,2021年4月,漫画改,中国,2020-2029,4月,2021,古风,5,7,TV,动画,国漫,漫改,拾忆长安·明月几时有,2021y,灵叁伍动画,烂"
指尖传出的真挚热情2-恋人是消防员-,指先から本気の熱情2-恋人は消防士-,8话 /  2021年7月4日 / 川野タニシ,5.0,(161人评分),Rank 8677,,
指導姦 Day after THE ANIMATION,,2话 /  2021年4月30日 / 倉森六郎 / BANG-YOU「指導姦 Day after」(GOT刊）,4.2,(93人评分),Rank 8924,,
侦探已经死了。,探偵はもう、死んでいる。,12话 /  2021年7月4日 / 栗原学 / 二語十（MF文库J「探偵はもう、死んでいる。」/KADOKAWA刊） / 伊藤陽祐,5.0,(3654人评分),Rank 9085,,"悬疑,TV,日本,奇幻,小说改,2021年7月,轻小说改,白毛,战斗,Engi,恋爱,轻改,2021,竹達彩奈,推理,2021年,日本动画,后宫,校园,日常,搞笑,竹达彩奈,6,厕纸,表番,侦探已经死了,栗原学"
探探猫人鱼公主,,1话 /  2021年10月1日 / 宋庭辉,,,,,剧场版
搜玄录之宸灵纪,搜玄录之宸灵纪,6话 /  2021年7月6日 / 函谷生,5.1,(19人评分),,,"原创,玄幻,中国,WEB,国产,3D,2021,2021年7月,战斗,国创,2021年,国漫,奇幻,TV,5,中国动画"
搾精病栋 THE ANIMATION,搾精病棟 THE ANIMATION,10话 /  2021年4月30日 / 荒木英樹 / 「搾精病棟 ～性格最悪のナースしかいない病院で射精管理生活～」搾精研究所 / 荒木英樹,6.0,(578人评分),Rank 7187,,
摇滚藏獒：蓝色光芒,摇滚藏獒：蓝色光芒,1话 /  2021年6月11日(美国) / Mark Baldo,,(少于10人评分),,,"剧场版,欧美"
摩訶不思議,,1话 /  2021-10-25 / 依田伸隆、牛嶋新一郎（动画导演） / 岩崎将大,5.8,(56人评分),Rank 5699,,"WEB,短片,2021,CloverWorks,MV,科幻,原创,音乐,广告,短篇,爱情,2021年,2020s,undefined,2021年10月,青春,动画,日本,日本动画,CM,依田伸隆,牛嶋新一郎"
扰乱 THE PRINCESS OF SNOW AND BLOOD,擾乱 THE PRINCESS OF SNOW AND BLOOD,12话 /  2021年4月6日 / 工藤進 / 小宮山楓乃,5.1,(450人评分),Rank 8813,,"TV,日本,奇幻,原创,战斗,2021年4月,2021,三森すずこ,日本动画,2021年,和风,动画,时代剧,百合,2020s,undefined,BAKKENRECORD"
攻壳机动队 SAC_2045 永续战争,攻殻機動隊 SAC_2045 持続可能戦争,1话 /  2021年11月12日 / 藤井道人 / 士郎正宗「攻殻機動隊」(講談社 KCデラックス刊) / イリヤ・クブシノブ、山田正樹,6.5,(179人评分),Rank 4537,,"剧场版,2021,Production.I.G,攻壳机动队,总集篇,科幻,神山健治,ProductionI.G,3D,漫改,漫画改,日本,动画,士郎正宗,山寺宏一,2020s,アニメ映画,Netflix,六分,tv-s,2021年1月,undefined,荒牧伸志"
放学后的马尾辫,放課後ポニーテール,2话 /  2021年6月19日,4.9,(11人评分),,,
故宫里的大怪兽之洞光宝石的秘密,,26话 /  2021年7月30日 / 沈琰、骆芊竹 / 常怡「故宫里的大怪兽：洞光宝石的秘密」,,,,,"WEB,中国,国产"
文豪野犬 汪！,文豪ストレイドッグス わん！,12话 /  2021年1月12日 / 菊池聡延 / 朝霧カフカ / 代見裕美,6.7,(614人评分),Rank 3994,,"TV,日本,漫画改,泡面番,BONES,2021年1月,搞笑,2021,Q版,文豪野犬,漫改,NOMAD,日常,奇幻,宮野真守,日本动画,泡面,神谷浩史,战斗,宫野真守,萌,番外,骨头社,喜剧,細谷佳正"
斗破苍穹 特别篇3 三年之约,,13话 /  2021年10月31日,7.3,(487人评分),Rank 1429,,"战斗,玄幻,小说改,中国,WEB,国产,斗破苍穹,网文改,3D,热血,2021,国漫,2021年10月,TV,续作,国产动画,后宫,国创,爽文,补标,2021年"
斗破苍穹 第四季,,24话 /  2021年3月28日,6.3,(309人评分),Rank 5639,,"玄幻,小说改,中国,WEB,国产,斗破苍穹,网文改,3D,2021,战斗,热血,国漫,2021年4月,第四季,TV,续作,国产动画,后宫,表番,国创,厕纸,补标,腾讯,网游"
斗破苍穹之大主宰 第3季 动态漫,斗破苍穹之大主宰 第3季 动态漫,30话 /  2021年6月5日 / 王勇飞 / 天蚕土豆,,(少于10人评分),,,"中国,动态漫画"
斗神姬,斗神姬,12话 /  2021年10月11日,4.3,(33人评分),,,"WEB,国产,2021年10月,机战,百合,中国,原创,答辩,动画,科幻,高橋李依,美少女,中日合拍,山新,阎么么,叶知秋,七灵石动画,叶利钦,3D渲染：叶利钦,2021y,動畫片,五十嵐裕美,石原夏織,七灵石,2110"
斗罗大陆 第五季,斗罗大陆 第五季,52话 /  2021-11-20,5.3,(134人评分),Rank 8000,,"奇幻,战斗,小说改,中国,WEB,国产,玄机科技,3D,网文改,2021,玄幻,2021年10月,国漫,恋爱,TV,热血,国产动画,3？,2020-2029,补标,转生,腾讯,魔幻,斗罗大陆"
斗魂卫之玄月奇缘 V,,13话 /  2021年12月28日,,(少于10人评分),,,"WEB,国产,3D,2022年1月,中国"
新しい母はロシア人！？親父にないしょで新妻寝取り！ The Motion Anime,,1话 /  2021年10月8日 / ぷぅのぷぅぷぅぷぅ,5.8,(35人评分),,,
新网球王子 冰帝 vs 立海 Game of Future,新テニスの王子様 氷帝vs立海 Game of Future,2话 /  2021年6月25日 / 川口敬一郎 / 許斐剛（集英社「ジャンプSQ.」連載） / 石井明治,5.3,(57人评分),Rank 7029,,"WEB,剧场版,网球王子,2021,StudioKAI,运动,川口敬一郎,TV,漫改,2021年,校园,漫画改,动画,屹青,搞笑,日本,热血,日本动画,战斗,諏訪部順一,诹访部顺一,JUMP,2021年2月,NAS,M.S.C,広田光毅,エム・エス・シー,スタジオKAI,STUDIOKAI、M.S.C,木内秀信"
新人20歳のお姉ちゃんAVデビュー！！ 悠木 倫 「ねーちゃん、いくらなんでもイキすぎだろ……」 The Motion Anime,,1话 /  2021年3月19日,,(少于10人评分),,,
新大头儿子和小头爸爸4：完美爸爸,,1话 /  2021年7月9日,,(少于10人评分),,,"剧场版,中国,国产,动画"
新大头儿子和小头爸爸“牛”转乾坤,新大头儿子和小头爸爸“牛”转乾坤,1话 /  2021年2月11日 / 赵广明 郭奕天 王高波,,(少于10人评分),,,"TV,中国,国产,剧场版,动画"
新干线变形机器人Z,新幹線変形ロボ シンカリオンＺ,41话 /  2021年4月9日 / 山口健太郎 / あおのゆか,6.0,(25人评分),,,"TV,日本,原创,2021,OLM,萝卜,2021年4月,TVA,机战,兄弟,科幻,鬼頭明里,变身,正太,子供向,机器人,robo,日本动画,山口健太郎,OLMTEAMOTA,小男孩,进化先锋,2021春,赤星政尚,津田美波,池添隆博"
新神榜：哪吒重生,,1话 /  2021年2月12日 / 赵霁,5.9,(463人评分),Rank 7308,,"剧场版,原创,中国,国产,追光动画,2021,动画电影,奇幻,电影,国漫,3D,战斗,神话,赛博朋克,动画,玄幻,科幻,动作,2020s,3？"
新秦时明月,,39话 /  2021年11月25日,5.7,(38人评分),,,"中国,WEB,国产,秦时明月,武侠,3D,战斗,2021,2021年10月,重制,TV,历史,玄机科技,中国动画,小说改,2021y,冯骏骅,黄怡晴,沈达威,沈乐平"
旗旗号巡洋舰 第一季,,26话 /  2021年12月1日 / 裴佳燕、朱慧燕 / 郑渊洁,,,,,"TV,冒险,子供向,小说改,中国,动画"
旗旗号巡洋舰 第二季,,26话 /  2021年12月1日 / 裴佳燕、朱慧燕,,,,,"TV,冒险,子供向,小说改,中国,WEB,动画"
无上神帝 第三季,,111话 /  2021年12月24日,,(少于10人评分),,,"WEB,国产,泡面番,厕纸,中国,3D"
无上神帝 第二季,,64话 /  2021年5月21日,,(少于10人评分),,,"WEB,国产,网文改,3D,中国,2021年4月,玄幻,第二季,国漫,厕纸,泡面番,若鸿文化,无上神帝"
日月同错 动态漫,,56话 /  2021年11月5日 / 第年秒(胡伟),,(少于10人评分),,,"动态漫画,战斗,国产,奇幻,国漫,热血"
时光代理人,时光代理人,11话 /  2021年4月30日 / 李豪凌,7.3,(3141人评分),Rank 1385,,"悬疑,奇幻,原创,中国,WEB,国产,绘梦,2021年4月,2021,穿越,治愈,TV,国漫,李豪凌,催泪,国创,致郁,超能力,2021年,推理,动画,单元剧,日常,国产动画,BL,时光代理人,澜映"
时光照相馆的日常,时光照相馆的日常,18话 /  2021年10月10日,5.4,(37人评分),,,"原创,中国,WEB,国产,2021,泡面番,绘梦,SP,短片,李豪凌,2021年10月,中国动画,追番,腐,OVA,TV,动画,天门,櫻井孝宏,搞笑,5,小剧场,日常,STUDIO.LAN！,中国国产动画,元气蛙动漫,『ONA』,古賀葵,豊永利行,合作"
时间囚徒,,12话 /  2021-10-03,,(少于10人评分),,,"科幻,原创,中国,WEB,国产,2021年10月,3D"
明治編,,1话 /  2021年7月8日 / 疋田彩,6.1,(123人评分),Rank 5884,,"原创,WEB,短片,京阿尼,2021,CM,京都动画,石原立也,京都アニメーション,广告,日本,短篇,2021年,2020s,日本动画,京都,动画,动画短片,其他,undefined,二十世纪电气目录"
星学院之明日传说,,2021-10-01,,(少于10人评分),,,"WEB,国产,2021年10月,中国,3D"
星武神诀,,40话 /  2021年1月28日,,(少于10人评分),,,"漫画改,玄幻,中国,WEB,国产,3D,国创,2021,2021年1月,后宫,爽文,第一季,漫改,泡面番,热血,若鸿文化"
星河至尊,,45话 /  2021年6月10日,,(少于10人评分),,,"小说改,中国,WEB,国产,泡面番"
星辰变 第三季,,12话 /  2021年9月5日,6.5,(88人评分),Rank 4056,,"玄幻,小说改,中国,WEB,国产,2021,网文改,3D,国漫,战斗,第三季,TV,2021年10月,2020-2029,中国动画,腾讯,动画"
星骸骑士 下半季,,7话 /  2021年5月19日,6.0,(28人评分),,,"科幻,原创,战斗,中国,WEB,国产,3D,2021年,2021,2021年4月,异能,中国动画,原创动画,国漫,2021y"
电影 再见了，我的克拉默 First Touch,映画 さよなら私のクラマー ファーストタッチ,1话 /  2021年6月11日 / 宅野誠起 / 新川直司「さよならフットボール」（講談社KC刊）／「さよなら私のクラマー」（講談社『月刊少年マガジン』連載） / 伊藤依織子,6.2,(78人评分),Rank 5046,,"剧场版,漫画改,2021,LIDENFILMS,运动,漫改,足球,竞技,日本,2021年,青春,アニメ映画,2021年6月,日本动画,屹青,若山詩音,动画,霸权,7,逢坂良太,热血,新川直司"
电影 角落小伙伴 蓝色月夜的魔法之子,映画 すみっコぐらし 青い月夜のまほうのコ,1话 /  2021年11月5日 / 大森貴弘 / San-X；作者：よこみぞゆり,6.1,(18人评分),,,"剧场版,2021,大森貴弘,吉田玲子,治愈,大森贵弘,原创,アニメ映画,日本动画,FanWorks,Fall_2021,ファンワークス"
电影 热情闪耀！光之美少女 小小闯入！组合♡舞会！,映画 トロピカル～ジュ!プリキュア プチ とびこめ!コラボ♡ダンスパーティ!,1话 /  2021年3月20日 / 大塚隆史,,(少于10人评分),,,"短片,剧场版,日本,子供向,光之美少女,2021,变身,東映アニメーション,原创,东映"
电影 Healin' Good ♥ 光之美少女 梦想的小镇心动不已！GoGo！大变身！！,映画 ヒーリングっど♥プリキュア ゆめのまちでキュン！っとGoGo！大変身！！,1话 /  2021年3月20日,5.9,(90人评分),Rank 6161,,"剧场版,原创,2021,光之美少女,东映,東映アニメーション,魔法少女,幼女向,东映动画,2020s,プリキュア,悠木碧,子供向,日本,precure,アニメ映画,表,20s,2021年"
