name,name_cn,info,score,score_count,rank,type,tags
我让最想被拥抱的男人给威胁了。～西班牙篇～,劇場版 抱かれたい男1位に脅されています。～スペイン編～,1话 /  2021年10月9日 / 龍輪直征 / 桜日梯子（月刊マガジンビーボーイ連載／リブレ刊） / 芝美奈子、川口千里,6.5,(134人评分),Rank 4077,,"剧场版,日本,BL,漫画改,2021,耽美,CloverWorks,恋爱,续作,漫改,2021年10月,2021年,日本动画,动画电影,已保存,TV,アニメ映画,已下,日常,抱胁"
剧场版 妄想学生会2,劇場版 生徒会役員共2,1话 /  2021年1月1日 / 金澤洪充 / 氏家ト全（講談社「週刊少年マガジン」連載） / 古田誠,7.5,(1649人评分),Rank 1019,,"剧场版,校园,日本,漫画改,搞笑,妄想学生会,GoHands,2021,黄段子,吐槽,漫改,日常,2021年1月,2020年7月,2020,后宫,未上映,恋爱,续作,黄段子学生会,动画,2021年,工口,7分,七星,TV"
剧场版 美少女战士Eternal 前篇,劇場版 美少女戦士セーラームーンEternal 前編,1话 /  2021年1月8日 / 今千秋 / 武内直子「美少女戦士セーラームーン」（講談社刊） / 只野和子,6.1,(74人评分),Rank 5039,,"剧场版,漫画改,2021,studiodeen,今千秋,美少女战士,東映アニメーション,2021年1月,东映动画,东映,漫改,スタジオディーン,STUDIO_DEEN,2020年,魔法少女,2020,变身,日本,アニメ映画,『剧场版』,2021年,2020s,动画,童年系列"
剧场版 美少女战士Eternal 后篇,劇場版 美少女戦士セーラームーンEternal 後編,1话 /  2021年2月11日 / 今千秋 / 武内直子「美少女戦士セーラームーン」（講談社刊） / 只野和子,6.3,(68人评分),Rank 4385,,"剧场版,漫画改,2021,studiodeen,东映,東映アニメーション,今千秋,美少女战士,スタジオディーン,漫改,2021年1月,STUDIO_DEEN,东映动画,日本,魔法少女,2021年,2020年,2020s,百合,动画,アニメ映画,『剧场版』,漫画,童年"
剧场版 ARGONAVIS 流星的obbligato,劇場版アルゴナビス 流星のオブリガート,1话 /  2021年11月19日 / 森川滋（紅優）,,(少于10人评分),,,"剧场版,2021,三次元,邦邦,偶像,原创,サンジゲン,アニメ映画,乐队,游戏改,总集篇,日本动画,音乐,跨平台企划,邦男人,日向大輔,伊藤昌弘,A级,Winter_2022,森川滋,小笠原仁,毛利亘宏,錦織博"
劇場版オトッペ パパ ・ドント・クライ,,1话 /  2021年10月15日 / 飯塚貴士,,,,,"剧场版,2021,日本动画,アニメ映画,飯塚貴士,向田邦彦,ロボット,robot"
剧场版超时空要塞Δ 绝对LIVE!!!!!!,劇場版マクロスΔ 絶対LIVE!!!!!!,1话 /  2021年10月8日 / 河森正治 / 河森正治・スタジオぬえ / まじろ、進藤優,6.7,(540人评分),Rank 3902,,"科幻,剧场版,原创,2021,河森正治,超时空要塞,Satelight,Macross,萝卜,偶像,机战,战斗,音乐,2021年10月,2021年,サテライト,恋爱,日本,电影,2020-2029,小清水亚美,动画,アニメ映画,内田雄馬,机甲,日本动画,MacrossΔ"
剧场短篇 超时空要塞F 时之迷宫,劇場短編マクロスF ～時の迷宮～,1话 /  2021年10月8日 / 河森正治 / 河森正治・スタジオぬえ,7.1,(309人评分),Rank 2317,,"剧场版,原创,2021,Satelight,超时空要塞,河森正治,Macross,短片,萝卜,科幻,偶像,机战,2021年,音乐,中村悠一,サテライト,菅野洋子,恋爱,日本,OVA,原创动画,日本动画,2020-2029,robo,已收录(BDRip),アニメ映画,オリジナル"
剧场编集版 隐瞒之事 -秘密是什么-,劇場編集版かくしごと ―ひめごとはなんですか―,1话 /  2021年7月9日 / 村野佑太 / 久米田康治（講談社「月刊少年マガジン」連載） / 山本周平,7.3,(989人评分),Rank 1366,,"剧场版,漫画改,日常,2021,治愈,亚细亚堂,亲情,总集篇,久米田康治,漫改,神谷浩史,搞笑,2021年7月,亜細亜堂,2021年,花江夏樹,日本,高橋李依,高桥李依,温情,TV,家庭,日本动画,20年代,养女儿,动画电影,隐瞒之事,村野佑太"
动物合唱团 第二季,动物合唱团 第二季,37话 /  2021年5月28日,,,,,"TV,中国,动画片,熊猫和和,動畫片"
勇者动画系列,勇者動畫系列,6话 /  2021年7月4日 / 楊子霆 / 黃色書刊,,(少于10人评分),,,"TV,中国,台湾,漫改,2021,无,Animation,日本,奇幻,国产,搞笑"
直觉如此敏锐,勘冴えて悔しいわ,1话 /  2021年3月30日,6.2,(13人评分),,,"短片,日本,MV,2021,WEB,日本动画,原创,sakiyama,ずっと真夜中でいいのに,真夜中,ずっと真夜中でいいのに。"
千鹤酱开发日记,千鶴ちゃん開発日記,6话 /  2021年10月1日 / 雷火剣 / 夢茶会(むちゃ)『千鶴ちゃん開発日記～片思い中の先生のため、中年教師にハメられる純情優等生～(前編)』&『千鶴ちゃん開発日記～堕ちた元純情優等生は、中年教師の雌犬オナホ～(後編)』&『ちーちゃん開発日記番外「温泉スワッピング」編』,6.5,(721人评分),Rank 5052,,
半妖的夜叉姬 第二季,半妖の夜叉姫 弐の章,24话 /  2021年10月2日 / 菱田正和 / [主]高橋留美子/[动画] 菱沼義仁,4.8,(213人评分),Rank 8887,,"TV,日本,原创,2021年10月,SUNRISE,2021,战斗,奇幻,犬夜叉,百合,小松未可子,サンライズ,日本动画,高桥留美子,剧集,fmt.TV,中篇动画,屹青,半妖的夜叉姬"
友情戦士リリーアロー～親友の手で快楽に堕ちる少女～ The Motion Anime,,1话 /  2021年1月29日,,(少于10人评分),,,
反击者,反击者,1话 /  2021年7月27日 / 夏鹏,,,,,"剧场版,中国,动画片,山西省,电审动字[2020]第036号,影动备字[2018]第238号,交城县夏鹏动画设计工作室,夏鹏"
古见同学有交流障碍症,古見さんは、コミュ症です。,12话 /  2021年10月6日 / 川越一生 / オダトモヒト（小学館『週刊少年サンデー』連載中） / 中嶋敦子,7.0,(5390人评分),Rank 2533,,"校园,TV,恋爱,日本,漫画改,2021年10月,搞笑,日常,OLM,2021,漫改,川越一生,青春,渡边步,2021年,治愈,日本动画,纯爱,TVA,渡辺歩,喜剧,古贺葵"
只好背叛地球了,,72话 /  2021年6月29日 / 谢欢、付贺、陈健鑫、李斌、王鲁山、白健、巩春燕、周征凯、徐冉 / 抽纸小Jin / 张景雯、陈建鑫、黄佳佳、郭蒙蒙、尹海燕、吴梦晴,4.5,(13人评分),,,"恋爱,漫画改,中国,WEB,国产,泡面番,2021年7月,2021,搞笑,国漫,动画,奇幻,日常,漫改,2021y,Summer_2021,声影动漫,森中人"
可露希尔的秘密档案,,16话 /  2021年4月25日,5.7,(116人评分),Rank 6882,,"游戏改,WEB,泡面番,2021,2021年4月,搞笑,明日方舟,中日合作,日本,国产,bilibili,中国动画,动画,奇幻,科幻,TV,游改,鹰角"
吃鸡大作战 第4季,,24话 /  2021年7月3日 / 汪小圣,,(少于10人评分),,,"WEB,国产,2021年7月,泡面番,中国"
名侦探柯南 绯色的不在场证明,名探偵コナン 緋色の不在証明,1话 /  2021年2月11日 / 青山剛昌,5.9,(421人评分),Rank 7472,,"剧场版,漫画改,总集篇,2021,名侦探柯南,推理,TMS,名探偵コナン,TMSEntertainment,悬疑,柯南,漫改,电影,2021年,日本,山本泰一郎,アニメ映画,动画,トムス・エンタテインメント,日本动画,OVA,TMS_Entertainment,『剧场版』,已下载,2020s"
名侦探柯南 绯色的子弹,名探偵コナン 緋色の弾丸,1话 /  2021年4月16日 / 永岡智佳 / 青山剛昌「名探偵コナン」（小学館「週刊少年サンデー」連載中） / 須藤昌朋,5.4,(2174人评分),Rank 8736,,"剧场版,日本,原创,推理,2021,名侦探柯南,柯南,TMS,名探偵コナン,2020,漫画改,TMS_Entertainment,漫改,悬疑,2021年4月,2021年,TMSEntertainment,战斗,电影,动作,动画,搞笑,トムス・エンタテインメント,2020年4月,永岡智佳,櫻井武晴"
向日葵绽放之夜,向日葵ハ夜ニ咲ク,1话 /  2021年1月29日 / 真珠貝（武田弘光）「紫陽花の散ル頃に」,6.7,(703人评分),Rank 3822,,
君が好き。THE ANIMATION,,2话 /  2021年1月29日 / 彪竜 / じょろり「君が好き。」（コアマガジン刊） / 彪竜,5.9,(311人评分),Rank 7332,,
吞噬星空 地球篇,,59话 /  2021年12月29日,6.5,(153人评分),Rank 4386,,"科幻,战斗,小说改,中国,WEB,国产,国漫,网文改,3D,2021,玄机科技,2022年1月,龙傲天,TV,热血,国产动画,机甲,3？,搞笑,动画,年番,玄幻,厕纸,玄机,吞噬星空"
吸血鬼马上死,吸血鬼すぐ死ぬ,12话 /  2021年10月4日 / 神志那弘志 / 盆ノ木至 / 中野繭子,6.5,(945人评分),Rank 4897,,"TV,日本,奇幻,漫画改,日常,搞笑,2021年10月,MADHouse,漫改,2021,吸血鬼,福山潤,福山润,日本动画,2021年,吐槽,沙雕,第一季,不错,战斗,小野大辅,动画"
咸鱼哥,咸鱼哥,18话 /  2021年7月29日 / 黄子杰,6.4,(109人评分),Rank 4464,,"原创,日常,中国,WEB,国产,搞笑,2021,泡面,2021年7月,国漫,国创,TV,泡面番,动画,国产动画,2020s,2023,7分,动画片,正常,7月,喜剧,Animation"
哑舍 动态漫,哑舍 动态漫,48话 /  2021年8月10日 / 刘礼佳、柴健博、胡筠,,(少于10人评分),,,"玄幻,中国,动态漫画,2021,漫画改"
唯我独神,,50话 /  2021年2月4日,4.8,(10人评分),,,"WEB,国产,2021年1月,3D,中国,泡面番,若鸿文化"
喜羊羊与灰太狼之决战次时代,,60话 /  2021年7月9日 / 陈力进、梁嘉琪、黄俊铭,5.8,(39人评分),,,"TV,中国,国产,喜羊羊与灰太狼,2021,热血,原创动力,原创,奇幻,治愈,搞笑,战斗,子供向,日常,中国动画,TVA,TVA-02,陈力进,祖晴,黄俊铭,梁嘉琪,郭敏棋,吴潮威,黄伟明,广州原创动力文化"
喜羊羊与灰太狼之筐出胜利,,60话 /  2021年1月22日 / 黄俊铭、陈力进,6.9,(142人评分),Rank 2897,,"TV,中国,国产,热血,篮球,喜羊羊与灰太狼,体育,运动,竞技,原创,原创动力,搞笑,子供向,玩梗,2021,剧场版,动画"
鸣鸟不飞 Don’t stay gold,囀る鳥は羽ばたかない Don’t stay gold,1话 /  2021年3月1日 / 牧田佳織 / ヨネダコウ『囀る鳥は羽ばたかない』 （大洋図書「ihr HertZ」連載中） / 熊田明子、桑原剛；副人物设定：中村深雪,6.4,(69人评分),Rank 3955,,"OVA,BL,2021,耽美,剧场版,黑道,漫画改,2021年,濑古浩司,瀬古浩司,屹青,2021年1月,日本动漫,日本动画,女性向,腐,日本,基,腐向,欧美,MAPPA,GRIZZLY,鸣鸟不飞"
回复术士的重来人生,回復術士のやり直し,12话 /  2021年1月13日 / 朝岡卓矢 / 月夜涙（株式会社KADOKAWA 角川スニーカー文庫刊） / ごとうじゅんじ,6.3,(10325人评分),Rank 6446,,"TV,日本,战斗,小说改,肉番,爽片,异世界,后宫,2021年1月,轻小说改,2021,TNK,轻改,重生,肉,奇幻,里番,卖肉,龙傲天,复仇,2021年,猎奇,厕纸,恋爱,福利,残酷描写,狗屎,朝岡卓矢"
地獄に堕ちても逝きたがり！！ The Motion Anime,,1话 /  2021年3月5日,,(少于10人评分),,,
堕落～淫欲に蝕まれた魔法少女は悪に堕ちる～ The Motion Anime,,1话 /  2021年10月22日,4.2,(10人评分),,,
境界战机,境界戦機,13话 /  2021年10月4日 / 羽原信義 / 大貫健一,3.6,(307人评分),Rank 9300,,"TV,日本,原创,SUNRISE,2021年10月,萝卜,2021,机战,辱华,科幻,日本动画,2021年,2020-2029,robo,SUNRISEbeyond,羽原信义,木村暢,右翼狂欢"
夏の夜の白いお姉さん,,1话 /  2021年9月21日,,(少于10人评分),,,
夏目友人帐 唤石者与怪异的访客,夏目友人帳 石起こしと怪しき来訪者,1话 /  2021年1月16日 / 伊藤秀樹 / 緑川ゆき／月刊 LaLa（白泉社）連載 / 髙田晃；副：萩原弘光,7.3,(1070人评分),Rank 1558,,"剧场版,日本,奇幻,漫画改,治愈,2021,夏目友人帐,妖怪,朱夏,漫改,神谷浩史,日常,2021年1月,OVA,2021年,续作,夏目友人帳,大森贵弘,BrainsBase,アニメ映画,TV,治愈系,日本动画,大森貴弘,7分,温情"
夜之国,夜の国,3话 /  2021年4月16日 / りょーちも,6.4,(56人评分),Rank 3885,,"原创,WEB,2021,短片,泡面番,諏訪部順一,奇幻,2021年4月,日本,2021年,泡面,日本动画,OVA,TV,成长,番,动画,诹访部顺一,StudioDaisy,泽良辅,りょーちも,久野美咲,OVA&短片,8+,EOTAstudiodaisy,高久麗,TV短剧,新田惠海,市道真央"
大正处女御伽话,大正オトメ御伽話,12话 /  2021年10月8日 / 羽鳥潤 / 桐丘さな「大正処女御伽話」（集英社 ジャンプコミックス刊） / 渡辺まゆみ,6.5,(1174人评分),Rank 5252,,"TV,恋爱,日本,漫画改,日常,2021年10月,治愈,SynergySP,2021,漫改,历史,纯爱,2021年,萝莉,和风,少女,日本动画,小林裕介,时代剧,高梨康治,安済知佳,集英社,幼妻,大正"
大王饶命,,12话 /  2021年12月3日 / 会说话的肘子,6.3,(277人评分),Rank 5556,,"小说改,中国,WEB,国产,网文改,大火鸟文化,搞笑,战斗,2021,国漫,TV,2022年1月,奇幻,玄幻,热血,异能,动画,校园,表番,2021年,龙傲天,轻小说改,装逼,中国动画,2022"
大耳朵图图之霸王龙在行动,,1话 /  2021年10月1日 / 速达,4.4,(14人评分),,,"剧场版,中国,国产,动画电影,国漫,2021,动画,治愈"
天一阙,,2021年,,,,,"WEB,中国,国产"
天地创造设计部,天地創造デザイン部,12话 /  2021年1月7日 / 増井壮一 / 蛇蔵＆鈴木ツタ・たら子「天地創造デザイン部」（講談社「モーニングtwo」連載） / 大橋幸子,6.4,(1931人评分),Rank 5413,,"TV,日本,漫画改,职场,科普,2021年1月,搞笑,旭production,漫改,2021,动物,増井壮一,横手美智子,奇幻,日本动画,日常,2021年,治愈,诹访部顺一,日漫,不错,科幻,梅原裕一郎,天地创造设计部,榎木淳弥"
天地创造设计部 特别篇,天地創造デザイン部 特別編,1话 /  2021年4月1日 / 増井壮一 / 蛇蔵＆鈴木ツタ・たら子「天地創造デザイン部」（講談社「モーニングtwo」連載） / 大橋幸子,6.6,(274人评分),Rank 4352,,"漫画改,WEB,科普,搞笑,2021年4月,OVA,2021,旭production,漫改,职场,日常,动物,日本,奇幻,TV,番外,横手美智子,2021年,SP,undefined,2021年1月,20年代,天地创造设计部"
天官赐福 特别篇,,1话 /  2021年2月16日 / 李豪凌 / 李相美(이상미)（人物设计监督）；人物设计：金美珍(김미진)、朴珉贞、柳民知、洪仁守,6.0,(65人评分),Rank 5280,,"BL,耽美,小说改,中国,WEB,国产,2021,国创,OVA,腐向,剧场版,2020-2029,轻改,动画,绘梦,李豪凌,SP,神话,奇幻,TV,神谷浩史,福山潤,武侠,国耽,小林千晃,2021y,2？,现代国产网络动画已看合集,動畫片,春日幽铃"
天宝伏妖录 第二季,,13话 /  2021年4月25日,6.5,(64人评分),Rank 3686,,"耽美,玄幻,小说改,中国,WEB,国产,玄机科技,2021年4月,BL,3D,奇幻,腐向,2021,2020s,动画,TV,3？,中国动画,4月,战斗,6"
天才王子的赤字国家振兴术 小剧场,天才王子の赤字国家再生術 ショートドラマ,9话 /  2021年8月12日 / 鳥羽徹（GA文庫／SBクリエイティブ刊）,5.8,(136人评分),Rank 6929,,"原创,WEB,小剧场,泡面番,搞笑,2021,2021年10月,TV,异世界,轻小说改,2021年,SP,日本,短片,高橋李依,轻改,番外,存盘,AQUA_ARIS"
天朝小吃二三事,天朝小吃二三事,10话 /  2021-09-01 / 邓一鸣,,(少于10人评分),,,"原创,中国,美食,WEB,2021,国产"
天真与功夫袜,,52话 /  2021年8月3日,,,,,"WEB,中国,2020-2029,超级英雄,国产,国产动画,动画,优扬传媒,功夫袜,一泽映画,腾讯视频,功夫,天真"
天空侵犯,天空侵犯,12话 /  2021年2月25日 / たかたまさひろ / 三浦追儺、漫画：大羽隆廣（講談社週刊少年マガジン編集部・DeNA「マンガボックス」連載）,5.5,(973人评分),Rank 8499,,"百合,漫画改,战斗,WEB,Netflix,大逃杀,2021年1月,2021,ZERO-G,TV,漫改,猎奇,搞笑,2021年,异世界,日本,undefined,剧情,血腥,日本动画,恋爱"
太乙仙魔录之地煞万象,,12话 /  2021年5月16日 / 黄剑、张丰、王一冰 / 于彬（函谷生）,4.7,(10人评分),,,"中国,WEB,国产,3D,仙侠,国创,2021,2021年4月,中国动画,动画,TV,战斗,2分,修炼"
太鼓の達人 アニメば～じょん！,,110话 /  2021年11月16日 / バンダイナムコエンターテインメント,,(少于10人评分),,,WEB
夫は知らない、妻のネトラレ借金返済 The Motion Anime,,1话 /  2021年2月19日,6.0,(30人评分),,,
奇异世界历险记,,1话 /  2021年4月3日 / 张天玥,,,,,"剧场版,无,国产"
女にさせられたオレが幼馴染みの彼女になるなんて…～♂×TSは、オレ!?～ The Motion Anime,,1话 /  2021年8月27日,,(少于10人评分),,,
女子○学生とおじさんが、ただエッチするだけ。,,2021年8月17日,,(少于10人评分),,,
女神宿舍的宿管君。,女神寮の寮母くん。,10话 /  2021年7月14日 / 中重俊祐 / 日野行望 / 岡田万衣子,5.8,(2453人评分),Rank 7932,,"后宫,TV,恋爱,日本,漫画改,卖肉,2021年7月,正太,肉番,2021,asread,肉,日常,漫改,搞笑,2021年,校园,福利,露点,表番,巨乳,治愈,季番,开大车,动画,大姐姐"
女装男子の黒猫くん～オフパコホモセタイム～,,1话 /  2021年09月24日,,(少于10人评分),,,
如果历史是一群喵 两晋南北篇,,13话 /  2021年4月11日 / 肥志 / 肥志《如果历史是一群喵》（新浪微博@我是肥志 连载中）,5.7,(59人评分),Rank 6168,,"漫画改,萌系,历史,中国,WEB,国产,泡面番,2021,漫改,搞笑,2021年4月,动画,bilibili,国创,7,国漫,TV,原创,喵,如果历史是一群喵,2021年春,萌想文化,動畫片,5？"
如果历史是一群喵 隋唐风云篇,,12话 /  2021年10月17日 / 肥志 / 肥志《如果历史是一群喵》（新浪微博@我是肥志 连载中）,5.4,(44人评分),,,"漫画改,萌系,历史,中国,WEB,国产,泡面番,2021,2021年10月,原创,续集,国创,漫改,国漫,动画,TV,如果历史是一群喵,萌想文化,5？,2021年秋,動畫片,7+"
妖怪手表♪,妖怪ウォッチ♪,98话 /  2021年4月9日 / 泉保良輔 / レベルファイブ,,(少于10人评分),,,"TV,日本,游戏改,2021,OLM,子供向,TVA,萌,2021年4月,补标,戸松遥,日本动画,原创,正太,年番,関智一,妖怪手表,泉保良輔,加藤陽一,OLMTEAMOTA,小桜エツコ"
妖神记 第五季,,52话 /  2021年10月30日 / 发飙的蜗牛,5.4,(22人评分),,,"WEB,国产,玄幻,3D,泡面番,网文改,中国,2021年10月,国漫,若鸿文化,第五季"
婿殿は地縛霊 The Motion Anime,,1话 /  2021年2月5日,5.6,(13人评分),,,
宇宙奇妙生物小铁君,宇宙なんちゃら こてつくん,2021年4月7日 / 作田ハズム / にしむらゆうじ「宇宙なんちゃら こてつくん」,,(少于10人评分),,,"TV,日本,2021,日本动画,子供向,TVA,FanWorks,加藤陽一,藤原夏海,榎木淳弥,ファンワークス,作田ハズム"
宇宙之法 伊罗兴篇,宇宙の法―エローヒム編―,1话 /  2021年10月8日 / 今掛勇 / 大川隆法 / 今掛勇,2.5,(11人评分),,,"剧场版,原创,2021,2021年10月,科幻,2021年,Fall_2021,今挂勇,HSPICTURESSTUDIO,幸福の科学,大川隆法"
宇宙人,宇宙人間,2021 / 庞雯,,(少于10人评分),,,"剧场版,2021,动画短片,漫画改编,心理,国产,短片,中国大陆"
宇宙战舰大和号2205 新的旅程 前篇 -TAKE OFF-,宇宙戦艦ヤマト2205 新たなる旅立ち 前章 -TAKE OFF-,4话 /  2021年10月8日 / 安田賢司 / 西崎義展 / 結城信輝,6.9,(84人评分),Rank 2789,,"剧场版,2021,Satelight,SUNRISE,科幻,SF,原创,2021年,小野大輔,宇宙战舰大和号,サテライト,鈴村健一,机战,日本,战斗,战争,未确定,恋爱,アニメ映画,动画,大长篇,安田賢司,福井晴敏"
宇宙护卫队之钢甲霸王龙,,52话 /  2021年9月6日 / 李骞、赵美、李柄池、王茜、陈立超、王亚赛、朱晓东、黄碧君,,(少于10人评分),,,"TV,中国,国产,动画,（京）动审字2021第009号"
完美世界,,26话 /  2021年4月23日 / 辰东,6.3,(243人评分),Rank 5719,,"战斗,玄幻,小说改,中国,WEB,国产,网文改,3D,2021,国漫,热血,2021年4月,武侠,TV,腾讯,动画,龙傲天,国产动画,3？,搞笑,厕纸,正常,福熙影视"
完美世界 第二季,完美世界 第二季,52话 /  2021年10月8日 / 辰东,6.7,(212人评分),Rank 3769,,"战斗,玄幻,小说改,中国,WEB,国产,3D,网文改,国漫,2021年10月,热血,2021,动画,龙傲天,第二季,TV,腾讯,3？,漫画改,原创,年番,厕纸,续集,福煦影视"
定海浮生录,,12话 /  2021年7月15日 / 陈成 / 非天夜翔,5.0,(23人评分),,,"奇幻,耽美,小说改,中国,WEB,国产,BL,2021年7月,国漫,3D,国创,战斗,5,非天夜翔,Summer_2021,耽改,福煦,BL动画,福煦影视"
家、行って寝取っていいですか？ ～上京したて田舎娘編～ The Motion Anime,,1话 /  2021年02月26日,,(少于10人评分),,,
家属～义母与义妹的娇喘～,家属～母と姉妹の嬌声～,6话 /  2021年5月28日 / BISHOP / 佐久間☆宗二,6.1,(406人评分),Rank 6632,,
家庭教師サラの放課後ご褒美 モーションコミック版,,1话 /  2021年8月12日,,(少于10人评分),,,
家賃がムリならお前の身体で払ってもらおうか?(モーションアニメ版),,2021/11/01,,(少于10人评分),,,
寝取られ介護～隣の部屋では妻とアイツが…～ The Motion Anime,,1话 /  2021年6月18日,5.8,(12人评分),,,
寻光,,1话 /  2021年11月20日,6.3,(36人评分),,,"短片,国产,2021,原创,WEB,中国,国创,Animation,CM,中国动画,铅元素动画,UoU_Studio,STUDIO.LAN！,2023年观看,2021y,未打分,胶囊计划"
对魔忍不知火～淫欲的奴隶娼妇～,対魔忍不知火～淫欲の奴隷娼婦～,1话 /  2021年11月19日 / 青丸,5.0,(193人评分),Rank 8748,,
小事,,2021年,,(少于10人评分),,,"短片,中国,国产,2021,原创,动画,小宇宙新星计划"
小兔人与花,小兔人与花,1话 /  2021年6月2日,,(少于10人评分),,,"TV,中国,短片,国产,2021,原创,Summer_2021"
小凉帽3之白豚湾奇遇,,26话 /  2021年10月22日 / 符亮、张莉莉,,,,,"TV,中国,国产"
小林家的龙女仆S,小林さんちのメイドラゴンS,13话 /  2021年7月7日 / 石原立也 / クール教信者（双葉社「月刊アクション」連載） / 門脇未来,7.6,(11743人评分),Rank 777,,"百合,TV,日本,漫画改,日常,京阿尼,搞笑,2021年7月,小林家的龙女仆,漫改,京都动画,2021,武本康弘,石原立也,萌,京都アニメーション,奇幻,治愈,轻百合,续作,战斗,2021年,未定档,喜剧,小林家的妹抖龙,京都,萌系,7分"
小狮子赛几,,104话 /  2021年3月24日 / 小鸟,,(少于10人评分),,,"WEB,中国,泡面番,动画,国产"
小破孩大状元,,1话 /  2021年1月1日 / 拾荒、郑成峰,,(少于10人评分),,,"剧场版,国产"
小美人鱼的奇幻冒险,小美人鱼的奇幻冒险,1话 /  2021-04-17 / 思明,,(少于10人评分),,,"剧场版,子供向,中国,无,国产"
小花仙之四时花语 夏季篇,,26话 /  2021年4月29日 / 岳书馨、沈彪,,(少于10人评分),,,"WEB,2021,原创,国产,TV,奇幻,魔法少女"
小花仙大电影：奇迹少女,,1话 /  2021年8月21日 / 岳淑馨,,(少于10人评分),,,剧场版
少年歌行 风花雪月篇 上部,,16话 /  2021年7月28日 / 陈升垚 / 周木楠,7.0,(195人评分),Rank 2445,,"小说改,武侠,中国,WEB,国产,玄幻,国漫,3D,2021年7月,2021,国创,续作,bilibili,战斗,国产动画,TV,网文改,TVA,热血,第二季,少年歌行,风花雪月篇,中影年年"
就活リベンジ-大人を舐めきったハーフ女子●生社長にみっちり●●●●教育- The Motion Anime,,1话 /  2021年5月14日,,(少于10人评分),,,
山河剑心,山河剑心,16话 /  2021年2月8日 / 梦溪石,6.8,(59人评分),Rank 2857,,"小说改,武侠,中国,WEB,国产,BL,3D,2021年1月,中国动画,2021,国漫,战斗,耽美,3？,动画"
山神与小枣,山神与小枣,18话 /  2021年12月17日 / 虫虫家家、乌鸦散步,,(少于10人评分),,,"WEB,2022年1月,动画片,恋爱,中国,国产,動畫片"
海岬的迷途之家,岬のマヨイガ,1话 /  2021年8月27日 / 川面真也 / 柏葉幸子「岬のマヨイガ」（講談社刊） / 清水洋,5.9,(205人评分),Rank 7041,,"剧场版,小说改,2021,川面真也,吉田玲子,治愈,奇幻,动画电影,davidproduction,映画,大平晋也,日本,日常,动画,日本动画,神魔,剧场,大卫社,2021年7月,undefined,2020s,2020-2029,daviproduction"
巧虎魔法岛历险记,巧虎魔法岛历险记,1话 /  2021年7月24日,,,,,"剧场版,中日合作,子供向"
巨乳田舎娘と過ごすエッチな夏休み The Motion Anime,,1话 /  2021年8月20日 / あづきらんど,5.4,(21人评分),,,
巨神战击队之轨道先锋 下部,巨神战击队之轨道先锋 下部,26话 /  2021年6月4日 / 陈辉衍 / 周秉毅,,,,,"科幻,TV,战斗,中国"
巫女姦 家族の不在中、賽銭泥棒に家を占拠されて… The Motion Anime,,1话 /  2021年5月7日,5.3,(12人评分),,,
御神巫女～再一次的故事～The Motion Anime,巫女神さま ～もう1つの物語～ The Motion Anime,1话 /  2021年8月27日 / ぽいずん,,(少于10人评分),,,
帝京平成大学 WebCM「描绘自己的故事」,帝京平成大学 WebCM「自分だけの物語を描こう」,2021年9月1日 / 大島塔也 / てぐれ,5.6,(36人评分),,,"WEB,短片,2021,CM,原创,广告,2022,空,undefined,日本动画,短篇,搞笑,2020s,ENISHIYA,大岛塔也,大島塔也,五十岚庆,Moaang"
平稳世代的韦驮天们,平穏世代の韋駄天達,11话 /  2021年7月22日 / 城所聖明 / 天原・クール教信者「平穏世代の韋駄天達」（白泉社「ヤングアニマル」連載） / 大津直,7.5,(5374人评分),Rank 852,,"TV,日本,漫画改,战斗,MAPPA,2021年7月,奇幻,猎奇,漫改,2021,智斗,noitaminA,瀬古浩司,堀江由衣,搞笑,血腥,2021年,热血,濑古浩司,日本动画,季番,8分,朴璐美,クール教信者,城所聖明"
幸せなら肉を盛ろう！ジアニメーション,,1话 /  2021年2月24日,,(少于10人评分),,,
幸福路上,,10话 /  2021年1月21日 / 朱业（《打走蛩蛩怪》/《幸福终点线》），殷永吉（《醉乡蜜甜》），袁岑漾、鞠远浩（《穿梭在山里的校车》/《十八洞村的故事》），于洋（《让梦回家》），章惠博（《鹰之子》）,,(少于10人评分),,,"TV,中国,国产,动画"
幻游猎人,幻游猎人,12话 /  2021年12月25日 / 纪茗,,(少于10人评分),,,"小说改,中国,WEB,国创,2022年1月,国产,网文改,魔幻,网游,科幻,3？,彩色铅笔,屎片"
青梅竹马绝对不会输的恋爱喜剧,幼なじみが絶対に負けないラブコメ,12话 /  2021年4月14日 / 直谷たかし / 二丸修一 (電撃文庫 刊) / 直谷たかし、副：曾我篤史,4.4,(2382人评分),Rank 9250,,"校园,TV,恋爱,日本,小说改,动画工房,2021年4月,轻小说改,后宫,2021,轻改,松岡禎丞,搞笑,水瀬いのり,佐倉綾音,動画工房,日常,党争,日本动画,2021年,日漫,佐仓绫音,青春,松冈祯丞"
